Tiempo,Canal 1,Canal 2,Canal 3,Canal 4
2024-12-03 15:09:55,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.032258063554763794,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.032258063554763794,0.0,0.0,0.0
,-0.032258063554763794,0.0,0.0,0.0
,-0.032258063554763794,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,-0.016260161995887756,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,-0.016129031777381897,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,-0.016129031777381897,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,0.0,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,0.0,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.032258063554763794,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.032258063554763794,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,0.0,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.016129031777381897
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
,-0.016129031777381897,0.0,0.0,0.0
